Village,Water Body,Type,Date,
Madjala,Bouda Dossengar,Entiere,8/5/23,
Madjala,Bouda Dossengar,Entiere,7/9/23,
Madjala,Bouda Dossengar,Entiere,6/12/23,
Madjala,Bouda Edmond,Entiere,4/25/23,
Madjala,Bouda Edmond,Entiere,6/17/23,
Madjala,Bouda Edmond,Entiere,3/29/23,
Madjala,Bouda Edmond,Entiere,5/21/23,
Madjala,Bouda Edmond 2,Entiere,6/25/23,
Madjala,Bouda Edmond 3,Entiere,6/25/23,
Madjala,Bouda Eman,Entiere,9/20/23,
Madjala,Bouda Goulaye,Entiere,8/18/23,
Madjala,Bouda Goulaye,Entiere,7/14/23,
Madjala,Bouda Goulaye,Entiere,9/13/23,
Madjala,Bouda Jaum,Entiere,7/14/23,
Madjala,Bouda Jaum,Entiere,6/17/23,
Madjala,Bouda Kadre 1,Entiere,7/9/23,
Madjala,Bouda Kadre 1,Entiere,9/13/23,
Madjala,Bouda Kadre 2,Entiere,8/18/23,
Madjala,Bouda Kadre 2,Entiere,7/22/23,
Madjala,Bouda Kadre 2,Entiere,9/13/23,
Madjala,Bouda Kadre 3,Entiere,9/20/23,
Madjala,Bouda Kaoul,Entiere,8/5/23,
Madjala,Bouda Kaoul,Entiere,6/17/23,
Madjala,Bouda Larounon,Entiere,8/5/23,
Madjala,Bouda Larounon,Entiere,6/12/23,
Madjala,Bouda Maurice 1,Section,4/5/23,
Madjala,Bouda Maurice 1,Barriere,6/25/23,
Madjala,Bouda Maurice 1,Entiere,5/1/23,
Madjala,Bouda Maurice 2,Section,4/5/23,
Madjala,Bouda Memti 1,Entiere,8/10/23,
Madjala,Bouda Memti 1,Entiere,7/14/23,
Madjala,Bouda Memti 1,Entiere,9/5/23,
Madjala,Bouda Memti 2,Entiere,8/10/23,
Madjala,Bouda Memti 2,Entiere,7/14/23,
Madjala,Bouda Memti 2,Entiere,9/5/23,
Madjala,Bouda Nelem,Entiere,9/20/23,
Madjala,Bouda Ngaradoum,Entiere,8/18/23,
Madjala,Bouda Ngaradoum,Entiere,7/22/23,
Madjala,Bouda Ngaradoum,Entiere,9/13/23,
Madjala,Bouda Ngardjim,Entiere,8/18/23,
Madjala,Bouda Ngardjim,Entiere,7/22/23,
Madjala,Bouda Ngardjim,Entiere,6/25/23,
Madjala,Bouda Ngardjim,Entiere,9/13/23,
Madjala,Bouda Ngardjim 2,Entiere,7/22/23,
Madjala,Bouda Ngarhodj,Entiere,8/18/23,
Madjala,Bouda Ngarhodj,Entiere,7/22/23,
Madjala,Bouda Ngarhodj,Entiere,6/25/23,
Madjala,Bouda Ngarhodj,Entiere,9/13/23,
Madjala,Bouda Paul,Entiere,4/5/23,
Madjala,Bouda Paul,Entiere,8/10/23,
Madjala,Bouda Paul,Entiere,7/14/23,
Madjala,Bouda Paul,Entiere,6/17/23,
Madjala,Bouda Paul,Entiere,5/1/23,
Madjala,Bouda Paul,Entiere,5/28/23,
Madjala,Bouda Paul 2,Entiere,8/5/23,
Madjala,Bouda Paul 2,Entiere,7/14/23,
Madjala,Bouda Samson,Entiere,9/20/23,
Madjala,Bouda Yalosseng,Entiere,8/18/23,
Madjala,Bouda Yalosseng,Entiere,7/22/23,
Madjala,Bouda Yalosseng,Entiere,6/25/23,
Madjala,Bouda Yalosseng,Entiere,9/13/23,
Madjala,Branche Bamondro,Barriere,6/4/23,
Madjala,Peurngar,Entiere,8/5/23,
Madjala,Peurngar,Entiere,7/9/23,
Madjala,Peurngar,Entiere,6/4/23,
Madjala,Peurngar,Entiere,3/29/23,
Mourai Sara,Bouda Arabe 1,Entiere,8/13/23,
Mourai Sara,Bouda Arabe 1,Entiere,7/23/23,
Mourai Sara,Bouda Arabe 1,Entiere,6/27/23,
Mourai Sara,Bouda Arabe 1,Entiere,5/28/23,
Mourai Sara,Bouda Arabe 2,Entiere,8/13/23,
Mourai Sara,Bouda Arabe 2,Entiere,7/23/23,
Mourai Sara,Bouda Arabe 2,Entiere,6/27/23,
Mourai Sara,Bouda Arabe 2,Entiere,5/28/23,
Mourai Sara,Bouda Bemadjingar,Entiere,7/2/23,
Mourai Sara,Bouda Bemadjingar,Entiere,7/29/23,
Mourai Sara,Bouda Bemadjingar,Entiere,6/5/23,
Mourai Sara,Bouda Da 1,Entiere,7/29/23,
Mourai Sara,Bouda Da 2,Entiere,7/29/23,
Mourai Sara,Bouda Da 3,Entiere,7/29/23,
Mourai Sara,Bouda Djan,Entiere,8/23/23,
Mourai Sara,Bouda Djan,Entiere,9/16/23,
Mourai Sara,Bouda Djerassem 1,Entiere,8/19/23,
Mourai Sara,Bouda Djerassem 1,Entiere,9/16/23,
Mourai Sara,Bouda Djerassem 2,Entiere,8/19/23,
Mourai Sara,Bouda Djerassem 2,Entiere,9/16/23,
Mourai Sara,Bouda Djimlengar,Entiere,8/6/23,
Mourai Sara,Bouda Djimlengar,Entiere,9/2/23,
Mourai Sara,Bouda Djimlengar 2,Entiere,9/2/23,
Mourai Sara,Bouda Doubadongarti,Entiere,9/9/23,
Mourai Sara,Bouda Garia,Entiere,8/6/23,
Mourai Sara,Bouda Garia,Entiere,9/2/23,
Mourai Sara,Bouda Koudigan 1,Entiere,7/9/23,
Mourai Sara,Bouda Koudigan 2,Entiere,7/9/23,
Mourai Sara,Bouda Koulai,Entiere,7/9/23,
Mourai Sara,Bouda Koulai,Entiere,6/12/23,
Mourai Sara,Bouda Koulai,Entiere,5/17/23,
Mourai Sara,Bouda Koulai 2,Entiere,6/12/23,
Mourai Sara,Bouda Koulai 3,Entiere,6/12/23,
Mourai Sara,Bouda Koulai Gauche,Entiere,7/9/23,
Mourai Sara,Bouda Koun,Entiere,8/13/23,
Mourai Sara,Bouda Larmise 1,Entiere,8/6/23,
Mourai Sara,Bouda Larmise 1,Entiere,9/2/23,
Mourai Sara,Bouda Larmise 1,Entiere,9/26/23,
Mourai Sara,Bouda Larmise 2,Entiere,8/6/23,
Mourai Sara,Bouda Larmise 2,Entiere,9/2/23,
Mourai Sara,Bouda Larmise 2,Entiere,9/26/23,
Mourai Sara,Bouda Malan-noum,Entiere,7/2/23,
Mourai Sara,Bouda Malan-noum,Entiere,6/5/23,
Mourai Sara,Bouda Malan-noum droite,Entiere,8/23/23,
Mourai Sara,Bouda Malan-noum droite,Entiere,9/16/23,
Mourai Sara,Bouda Malan-noum gauche,Entiere,8/23/23,
Mourai Sara,Bouda Malan-noum gauche,Entiere,9/16/23,
Mourai Sara,Bouda Masse 1,Entiere,7/2/23,
Mourai Sara,Bouda Masse 1,Entiere,6/5/23,
Mourai Sara,Bouda Masse 1,Entiere,9/26/23,
Mourai Sara,Bouda Masse 2,Entiere,7/2/23,
Mourai Sara,Bouda Masse 2,Entiere,6/5/23,
Mourai Sara,Bouda Mempassengar,Entiere,9/9/23,
Mourai Sara,Bouda Mododjingar,Entiere,9/9/23,
Mourai Sara,Bouda Ngarmadjibe 1,Entiere,4/26/23,
Mourai Sara,Bouda Ngarmadjibe 2,Entiere,4/26/23,
Mourai Sara,Bouda Ngarmoisei,Entiere,4/12/23,
Mourai Sara,Bouda Ngarmoisei,Entiere,6/5/23,
Mourai Sara,Bouda Ngarmoisei,Entiere,3/16/23,
Mourai Sara,Bouda Ngarmoisei,Entiere,5/9/23,
Mourai Sara,Bouda Ngarmoisei,Entiere,5/28/23,
Mourai Sara,Bouda Ngarmoisei 2,Entiere,4/19/23,
Mourai Sara,Bouda Ngarmoisei 2,Entiere,6/27/23,
Mourai Sara,Bouda Reou 1,Entiere,8/19/23,
Mourai Sara,Bouda Reou 1,Entiere,9/26/23,
Mourai Sara,Bouda Reou 2,Entiere,8/19/23,
Mourai Sara,Bouda Sam,Entiere,7/23/23,
Mourai Sara,Bouda Sam,Entiere,6/27/23,
Mourai Sara,Bouda Sam,Entiere,5/28/23,
Mourai Sara,Bouda Sam 2,Entiere,7/23/23,
Mourai Sara,Bouda Tavaus,Entiere,9/9/23,
Mourai Sara,Bouda Timi,Entiere,8/13/23,
Mourai Sara,Bouda Timi,Entiere,6/12/23,
Mourai Sara,Bouda Timi,Entiere,5/17/23,
Mourai Sara,Bouda Toltang,Entiere,4/9/23,
Mourai Sara,Bouda Toltang,Entiere,3/13/23,
Mourai Sara,Bouda Toltang,Entiere,5/5/23,
Mourai Sara,Boudada 1,entiere,2/15/23,
Mourai Sara,Boudada 2,entiere,2/15/23,
Mourai Sara,Djiba 1,Entiere,4/26/23,
Mourai Sara,Djiba 2,Entiere,4/26/23,
Mourai Sara,Djiba 4,Entiere,5/17/23,
Mourai Sara,Djiba 5,Entiere,5/17/23,
Mourai Sara,Koudigan 1,entiere,2/15/23,
Mourai Sara,Koudigan 1,Entiere,3/14/23,
Mourai Sara,Koudigan 2,entiere,2/15/23,
Mourai Sara,Koudigan 2,Entiere,3/14/23,
Ngara,Baoba S1,Entiere,8/14/23,
Ngara,Baoba S1,Section,3/28/23,
Ngara,Baoba S1,Entiere,9/12/23,
Ngara,Baoba S2,Section,3/28/23,
Ngara,Bir 1,Entiere,8/8/23,
Ngara,Bir 1,Entiere,9/23/23,
Ngara,Bir 2,Entiere,8/8/23,
Ngara,Bir 2,Entiere,9/4/23,
Ngara,Bir 2,Entiere,9/23/23,
Ngara,Bir 3,Entiere,8/8/23,
Ngara,Bir 3,entiere,2/25/23,
Ngara,Bir 3,Entiere,6/24/23,
Ngara,Bir 3,Entiere,9/4/23,
Ngara,Bir 4,Entiere,8/8/23,
Ngara,Bir 4,Entiere,9/4/23,
Ngara,Bord,Entiere,8/14/23,
Ngara,Bord,entiere,2/25/23,
Ngara,Bord,Entiere,7/8/23,
Ngara,Bord,Entiere,9/4/23,
Ngara,Bord 2,Entiere,8/14/23,
Ngara,Bord 2,Entiere,7/8/23,
Ngara,Bord 2,Entiere,9/12/23,
Ngara,Bord 3,Entiere,7/8/23,
Ngara,Bouda ACT,Entiere,8/27/23,
Ngara,Bouda ACT,Entiere,9/23/23,
Ngara,Bouda Cater 2,Entiere,9/12/23,
Ngara,Bouda Djikolngar,Entiere,7/18/23,
Ngara,Bouda EET,Entiere,8/27/23,
Ngara,Bouda Jardin 1,Barriere,2/8/23,
Ngara,Bouda Jardin 1,Barriere,6/1/23,
Ngara,Bouda Jardin 1,Barriere,5/30/23,
Ngara,Bouda Jardin 2,Barriere,2/8/23,
Ngara,Bouda Jardin P5,Barriere,7/1/23,
Ngara,Bouda Jude 1,Entiere,9/12/23,
Ngara,Bouda Jude 2,Entiere,9/12/23,
Ngara,Bouda Mas,Entiere,8/23/23,
Ngara,Bouda Mas,Entiere,7/8/23,
Ngara,Bouda Mas,Entiere,9/19/23,
Ngara,Bouda Ndorangar,Entiere,9/12/23,
Ngara,Bouda Obed,Entiere,8/23/23,
Ngara,Bouda Obed,Entiere,7/18/23,
Ngara,Bouda Obed,Entiere,9/19/23,
Ngara,Bouda Obed 2,Entiere,8/23/23,
Ngara,Bouda Obed 2,Entiere,9/19/23,
Ngara,Bouda Riom,Entiere,8/27/23,
Ngara,Bouda Riom,Entiere,9/23/23,
Ngara,Bouda Singa,Section,6/10/23,
Ngara,Bouda Singa,Entiere,5/14/23,
Ngara,Bouda Singa S2,Section,6/10/23,
Ngara,Bouda Sogo,Entiere,8/27/23,
Ngara,Boudakas,Entiere,6/27/23,
Ngara,Boudakas,Entiere,5/23/23,
Ngara,Boudakas S1,Section,4/3/23,
Ngara,Boudakas S1,Section,4/30/23,
Ngara,Boudakas S2,Section,4/3/23,
Ngara,Boudakas S2,Section,4/30/23,
Ngara,Boulangerie S1,Section,6/10/23,
Ngara,Boulangerie S1,Section,5/14/23,
Ngara,Boulangerie S2,Section,6/10/23,
Ngara,Boulangerie S2,Section,5/14/23,
Ngara,Dogo 2,Entiere,6/27/23,
Ngara,Dogo S1,Section,4/26/23,
Ngara,Dogo S1,Entiere,6/27/23,
Ngara,Dogo S1,Section,5/23/23,
Ngara,Dogo S2,Section,4/26/23,
Ngara,Dogo S2,Section,5/23/23,
Ngara,Dogo S3,Section,4/26/23,
Ngara,Dogo S3,Section,5/23/23,
Ngara,Hadi 1,Section,4/11/23,
Ngara,Hadi 1,Entiere,8/23/23,
Ngara,Hadi 1,Entiere,7/29/23,
Ngara,Hadi 1,Entiere,6/24/23,
Ngara,Hadi 1,Entiere,3/7/23,
Ngara,Hadi 1,Entiere,9/4/23,
Ngara,Hadi 2,Section,4/11/23,
Ngara,Hadi 2,Entiere,8/14/23,
Ngara,Hadi 2,Entiere,7/29/23,
Ngara,Hadi 2,Entiere,6/24/23,
Ngara,Hadi 2,Entiere,3/13/23,
Ngara,Hadi 3,Entiere,6/24/23,
Ngara,Hadi 3,Entiere,3/13/23,
Ngara,Hadi 4,Entiere,4/3/23,
Ngara,Hadi 4,Entiere,7/18/23,
Ngara,Hadi 4,Entiere,6/24/23,
Ngara,Hadi 4,Entiere,3/13/23,
Ngara,Kelba,Entiere,5/23/23,
Ngara,Mbaitina 1,Entiere,5/28/23,
Ngara,Mondra ,Entiere,4/3/23,
Ngara,Mondra ,Entiere,8/14/23,
Ngara,Mondra ,entiere,2/27/23,
Ngara,Mondra ,Entiere,7/18/23,
Ngara,Mondra ,Entiere,7/29/23,
Ngara,Mondra ,Entiere,9/4/23,
Ngara,Bouda Cater 1,Entiere,9/12/23,
Ngara,Mondra ,Entiere,9/19/23,
Ngara,Bouda EET,Entiere,9/23/23,
Ngara,Mondra 2,Entiere,8/23/23,
Ngara,Ngaoukoudou 2,Entiere,4/17/23,
Ngara,Ngaoukoudou 2,Entiere,7/8/23,
Ngara,Ngaoukoudou 2,Entiere,7/29/23,
Ngara,Ngaoukoudou 2,Entiere,6/10/23,
Ngara,Ngaoukoudou 2,Entiere,5/14/23,
Ngara,Ngaoukoudou 4,Entiere,4/17/23,
Ngara,Ngaoukoudou S1,Entiere,7/8/23,
Ngara,Ngaoukoudou S1,Section,6/10/23,
Ngara,Ngaoukoudou S1,Section,5/14/23,
Ngara,Ngaoukoudou S2,Section,4/17/23,
Ngara,Ngaoukoudou S2,Section,6/10/23,
Ngara,Ngaoukoudou S2,Section,5/14/23,
Ngara,Ngaoukoudou S4,Section,3/20/23,
Ngara,Ngaoukoudou S5,Section,3/20/23,
Ngara,Ngaoukoudou S6,Section,3/20/23,
Ngara,Ngaoukoudou Sect,Section,4/17/23,
Ngara,Ngaoukoudou Sect,entiere,2/27/23,
Ngara,Ngaoukoudou Sect,Section,3/20/23,
Ngargue,Bouda Adji 1,Entiere,6/25/23,
Ngargue,Bouda Adji 1,Entiere,5/5/23,
Ngargue,Bouda Adji 1,Entiere,5/31/23,
Ngargue,Bouda Adji 2,Entiere,5/31/23,
Ngargue,Bouda Arwak 1,Entiere,8/10/23,
Ngargue,Bouda Arwak 1,Entiere,7/17/23,
Ngargue,Bouda Arwak 1,Entiere,9/7/23,
Ngargue,Bouda Arwak 10,Entiere,8/10/23,
Ngargue,Bouda Arwak 10,Entiere,9/7/23,
Ngargue,Bouda Arwak 11,Entiere,8/17/23,
Ngargue,Bouda Arwak 12,Entiere,8/17/23,
Ngargue,Bouda Arwak 2,Entiere,8/10/23,
Ngargue,Bouda Arwak 2,Entiere,7/17/23,
Ngargue,Bouda Arwak 2,Entiere,9/7/23,
Ngargue,Bouda Arwak 3,Entiere,8/10/23,
Ngargue,Bouda Arwak 3,Entiere,7/17/23,
Ngargue,Bouda Arwak 4,Entiere,8/10/23,
Ngargue,Bouda Arwak 4,Entiere,7/17/23,
Ngargue,Bouda Arwak 5,Entiere,8/17/23,
Ngargue,Bouda Arwak 5,Entiere,7/22/23,
Ngargue,Bouda Arwak 6,Entiere,8/17/23,
Ngargue,Bouda Arwak 6,Entiere,7/22/23,
Ngargue,Bouda Arwak 7,Entiere,8/17/23,
Ngargue,Bouda Arwak 7,Entiere,7/22/23,
Ngargue,Bouda Arwak 8,Entiere,8/17/23,
Ngargue,Bouda Arwak 8,Entiere,7/22/23,
Ngargue,Bouda Arwak 9,Entiere,8/10/23,
Ngargue,Bouda Arwak 9,Entiere,9/7/23,
Ngargue,Bouda Croisement,Entiere,5/26/23,
Ngargue,Bouda Domadjingar ,Entiere,4/25/23,
Ngargue,Bouda Hassane 1,Entiere,4/13/23,
Ngargue,Bouda Hassane 1,Entiere,7/3/23,
Ngargue,Bouda Hassane 1,Entiere,6/5/23,
Ngargue,Bouda Hassane 1,Entiere,3/19/23,
Ngargue,Bouda Hassane 1,Entiere,5/10/23,
Ngargue,Bouda Hassane 10,Entiere,6/25/23,
Ngargue,Bouda Hassane 11,Entiere,6/25/23,
Ngargue,Bouda Hassane 12,Entiere,6/25/23,
Ngargue,Bouda Hassane 13,Entiere,7/10/23,
Ngargue,Bouda Hassane 2,Entiere,7/3/23,
Ngargue,Bouda Hassane 2,Entiere,3/26/23,
Ngargue,Bouda Hassane 3,Entiere,4/20/23,
Ngargue,Bouda Hassane 3,Entiere,7/10/23,
Ngargue,Bouda Hassane 3,Entiere,6/13/23,
Ngargue,Bouda Hassane 3,Entiere,3/26/23,
Ngargue,Bouda Hassane 3,Entiere,5/17/23,
Ngargue,Bouda Hassane 4,Entiere,3/26/23,
Ngargue,Bouda Hassane 5,Entiere,3/26/23,
Ngargue,Bouda Hassane 6,Entiere,4/13/23,
Ngargue,Bouda Hassane 6,Entiere,7/3/23,
Ngargue,Bouda Hassane 6,Entiere,6/5/23,
Ngargue,Bouda Hassane 6,Entiere,5/10/23,
Ngargue,Bouda Hassane 7,Entiere,4/13/23,
Ngargue,Bouda Hassane 7,Entiere,7/3/23,
Ngargue,Bouda Hassane 7,Entiere,6/5/23,
Ngargue,Bouda Hassane 7,Entiere,5/10/23,
Ngargue,Bouda Hassane 8,Entiere,4/20/23,
Ngargue,Bouda Hassane 8,Entiere,7/10/23,
Ngargue,Bouda Hassane 8,Entiere,6/13/23,
Ngargue,Bouda Hassane 8,Entiere,5/17/23,
Ngargue,Bouda Hassane 9,Entiere,5/5/23,
Ngargue,Bouda Keulai 1,Entiere,9/17/23,
Ngargue,Bouda Keulai 2,Entiere,9/17/23,
Ngargue,Bouda Keulai 3,Entiere,9/17/23,
Ngargue,Bouda Mbaitina ,Entiere,4/9/23,
Ngargue,Bouda Mbaitina ,Entiere,6/5/23,
Ngargue,Bouda Ngolo 1,Entiere,6/20/23,
Ngargue,Bouda Ngolo 2,Entiere,6/20/23,
Ngargue,Bouda Ngolo 3,Entiere,6/20/23,
Ngargue,Bouda Ngolo 4,Entiere,6/25/23,
Ngargue,Bouda Ngolo 5,Entiere,6/25/23,
Ngargue,Bouda Sabba 1,Entiere,8/24/23,
Ngargue,Bouda Sabba 1,Entiere,7/29/23,
Ngargue,Bouda Sabba 2,Entiere,8/24/23,
Ngargue,Bouda Sabba 2,Entiere,7/29/23,
Ngargue,Bouda Sabba 3,Entiere,8/24/23,
Ngargue,Bouda Sabba 3,Entiere,7/29/23,
Ngargue,Bouda Sabba 4,Entiere,8/24/23,
Ngargue,Bouda Sabba 4,Entiere,7/29/23,
Ngargue,Bouda Sabba 5,Entiere,8/24/23,
Ngargue,Bouda Sabba 5,Entiere,7/29/23,
Ngargue,Bouda Sabba 6,Entiere,8/24/23,
Ngargue,Bouda Sabba 7,Entiere,8/24/23,
Ngargue,Bouta Kouin Oudan,,6/13/23,
Ngargue,Bouta Kouin Oudan 2,,6/13/23,
Ngargue,Bouta Kouin Oudan 2,,5/17/23,
Ngargue,Branche Chari 1,Entiere,4/2/23,
Ngargue,Branche Chari 1,Entiere,4/27/23,
Ngargue,Branche Chari 2,Entiere,4/2/23,
Ngargue,Branche Chari 2,Entiere,4/27/23,
Ngargue,Branche Chari 2,Entiere,6/20/23,
Ngargue,Branche Chari 2,Entiere,5/23/23,
Ngargue,Branche Chari 3,Entiere,6/20/23,
Ngargue,Branche Chari 3,Entiere,5/23/23,
Ngargue,Branche Chari 4,Entiere,6/20/23,
Ngargue,Branche Chari 4,Entiere,5/23/23,
Ngargue,Branche Chari 5,Entiere,6/20/23,
Ngargue,Branche Chari 5,Entiere,5/23/23,
Ngargue,Djim Goura 1,Entiere,9/12/23,
Ngargue,Djim Goura 2,Entiere,9/12/23,
Ngargue,Djim Goura 3,Entiere,9/12/23,
Ngargue,Djim Goura 4,Entiere,9/12/23,
Ngargue,Djim Goura 5,Entiere,9/12/23,
Ngargue,Djim Goura 6,Entiere,9/12/23,
Ngargue,Doudoum,Barriere,4/14/23,
Ngargue,Doudoum,Barriere,4/25/23,
Ngargue,Doudoum,Barriere,4/28/23,
Ngargue,Doudoum,Barriere,6/19/23,
Ngargue,Doudoum,Barriere,5/10/23,
Ngargue,Doudoum,Point d’entrée,10/15/19,
Ngargue,Doudoum,Barriere,9/14/23,
Ngargue,Doudoum 2,Entiere,8/5/23,
Ngargue,Doudoum 2,Entiere,9/2/23,
Ngargue,Doudoum 3,Entiere,8/5/23,
Ngargue,Doudoum 3,Entiere,9/2/23,
Ngargue,Doudoum 4,Entiere,8/5/23,
Ngargue,Doudoum 4,Entiere,9/2/23,
Ngargue,Doudoum 5,Entiere,8/5/23,
Ngargue,Doudoum 5,Entiere,9/2/23,
Ngargue,Doudoum 6,Entiere,8/5/23,
Ngargue,Doudoum 6,Entiere,9/2/23,
Ngargue,Doudoum 7,Entiere,8/5/23,
Ngargue,Doudoum 7,Entiere,9/2/23,
Ngargue,Doudoum 8,Entiere,9/2/23,
Ngargue,Guiriou 1,entiere,2/15/23,
Ngargue,Guiriou 1,Entiere,3/13/23,
Ngargue,Guiriou 2,entiere,2/15/23,
Ngargue,Guiriou 3,entiere,2/15/23,
Ngargue,Guiriou 4,entiere,2/15/23,
Ngargue,Guiriou 5,Entiere,4/13/23,
Ngargue,Guiriou 5,entiere,2/20/23,
Ngargue,Guiriou 5,Entiere,3/19/23,
Ngargue,Guiriou 6,entiere,2/20/23,
Ngargue,Guiriou 6,Entiere,3/19/23,
Ngargue,Guiriou 7,entiere,2/20/23,
Ngargue,Guiriou 8,Entiere,4/20/23,
Ngargue,Guiriou 8,entiere,2/27/23,
Ngargue,Guiriou 8,Entiere,7/10/23,
Ngargue,Guiriou 8,Entiere,6/13/23,
Ngargue,Guiriou 8,Entiere,3/26/23,
Ngargue,Guiriou 9,entiere,2/27/23,
Ngargue,Guiriou Droite 1,Entiere,4/9/23,
Ngargue,Guiriou Droite 1,Entiere,3/13/23,
Ngargue,Guiriou Droite 1,Entiere,5/5/23,
Ngargue,Guiriou Droite 2,Entiere,3/13/23,
Ngargue,Guiriou Droite 3,Entiere,4/9/23,
Ngargue,Kormada (Droite),entiere,2/9/23,
Ngargue,Kormada (droite),,7/10/23,
Ngargue,Kormada (droite),,6/18/23,
Ngargue,Kormada (gauche),Barriere,2/9/23,
Ngargue,Kormada (gauche),,7/10/23,
Ngargue,Kormada (gauche),,6/18/23,
Ngargue,Kormada (gauche),Barriere,6/21/23,
Ngargue,Kormada (gauche),Entiere,3/6/23,
Ngargue,Kormada (Gauche) S2,Barriere,2/9/23,
Ngargue,Kormada (Gauche) S2,Barriere,6/25/23,
Ngargue,Kormada droite,Barriere,5/15/23,
Ngargue,Kormada droite,Barriere,9/17/23,
Ngargue,Mare Croisement,,12/8/23,
Ngargue,Mare Croisement,,7/13/23,
Ngargue,Mare Croisement,,6/18/23,
Ngargue,Mare Croisement,,11/10/23,
Ngargue,Mouga Donga,,1/14/23,
Ngargue,Mougadongar 1,Entiere,3/6/23,
Ngargue,Mougadongar 1,Barriere,3/27/23,
Ngargue,Mougadongar 2,Entiere,4/2/23,
Ngargue,Mougadongar 2,Entiere,3/6/23,
Ngargue,Mougadongar 3,Entiere,4/2/23,
Ngargue,Mougadongar 3,Entiere,4/27/23,
Ngargue,Mougadongar 3,Entiere,6/20/23,
Ngargue,Mougadongar 3,Entiere,5/23/23,
Ngargue,Mougadongar 4,Entiere,6/25/23,
Ngargue,Ngakoutou,,4/5/23,
Ngargue,Ngakoutou,,3/13/23,
Ngargue,Ngakoutou 1,,4/22/23,
Ngargue,Ngakoutou 1,,7/11/23,
Ngargue,Ngakoutou 1,,6/13/23,
Ngargue,Ngakoutou 1,,5/17/23,
Ngargue,Ngakoutou 2,,4/22/23,
Ngargue,Ngakoutou 2,,7/11/23,
Ngargue,Ngakoutou 2,,6/13/23,
Ngargue,Ngakoutou 2,,5/17/23,
Ngargue,Ngakoutou 3,,4/22/23,
Ngargue,Ngakoutou 4,,4/22/23,
Ngargue,Ngakoutou 5,,4/22/23,
Roltang,Bouda Ache,Entiere,9/19/23,
Roltang,Bouda Sam Gauche 1,Entiere,7/24/23,
Roltang,Bouda Sam Gauche 2,Entiere,7/24/23,
Roltang,Bouda Sam Gauche 3,Entiere,7/24/23,
Roltang,Bouda Samengar,Entiere,9/19/23,
Roltang,Branche Chari 10,Entiere,4/29/23,
Roltang,Branche Chari 10,Entiere,6/2/23,
Roltang,Branche Chari 10,Entiere,3/16/23,
Roltang,Branche Chari 11,Barriere,3/16/23,
Roltang,Branche Chari 12,Entiere,3/27/23,
Roltang,Branche Chari 14,Entiere,4/5/23,
Roltang,Branche Chari 14,Entiere,6/25/23,
Roltang,Branche Chari 14,Entiere,5/24/23,
Roltang,Branche Chari 15,Entiere,4/5/23,
Roltang,Branche Chari 15,Entiere,4/29/23,
Roltang,Branche Chari 15,Entiere,6/25/23,
Roltang,Branche Chari 15,Entiere,5/24/23,
Roltang,Branche Chari 16,Barriere,4/5/23,
Roltang,Branche Chari 16,Barriere,4/29/23,
Roltang,Branche Chari 16,Barriere,5/24/23,
Roltang,Branche Chari 17,Entiere,4/11/23,
Roltang,Branche Chari 17,Entiere,6/2/23,
Roltang,Branche Chari 17,Entiere,6/25/23,
Roltang,Branche Chari 17,Entiere,5/6/23,
Roltang,Branche Chari 18,Entiere,4/11/23,
Roltang,Branche Chari 18,Entiere,5/6/23,
Roltang,Branche Chari 19,Entiere,4/11/23,
Roltang,Branche Chari 19,Entiere,6/2/23,
Roltang,Branche Chari 19,Entiere,5/6/23,
Roltang,Branche Chari 20,Entiere,4/18/23,
Roltang,Branche Chari 20,Entiere,7/9/23,
Roltang,Branche Chari 20,Entiere,6/10/23,
Roltang,Branche Chari 20,Entiere,5/14/23,
Roltang,Branche Chari 21,Entiere,4/18/23,
Roltang,Branche Chari 21,Entiere,5/14/23,
Roltang,Branche Chari 22,Entiere,4/18/23,
Roltang,Branche Chari 22,Barriere,6/27/23,
Roltang,Branche Chari 22,Entiere,5/14/23,
Roltang,Branche Chari 23,Entiere,5/24/23,
Roltang,Branche Chari 24,Entiere,7/9/23,
Roltang,Branche Chari 24,Entiere,5/24/23,
Roltang,Branche Chari 25,Entiere,6/10/23,
Roltang,Branche Chari 26,Entiere,6/25/23,
Roltang,Branche Chari 27,Barriere,6/27/23,
Roltang,Branche Chari 28,Entiere,6/25/23,
Roltang,Branche Chari 29,Entiere,6/25/23,
Roltang,Branche Chari 30,Entiere,6/25/23,
Roltang,Branche Chari 31,Entiere,6/27/23,
Roltang,Branche Chari 32,Entiere,7/9/23,
Roltang,Branche Chari 33,Entiere,7/9/23,
Roltang,Branche Chari 34,Entiere,7/17/23,
Roltang,Branche Chari 35,Entiere,7/24/23,
Roltang,Branche Chari 36,Entiere,7/24/23,
Roltang,Branche Chari 37,Entiere,8/5/23,
Roltang,Branche Chari 38,Entiere,8/5/23,
Roltang,Branche Chari 39,Entiere,8/5/23,
Roltang,Branche Chari 40,Entiere,8/5/23,
Roltang,Branche Chari 41,Barriere,8/5/23,
Roltang,Branche Chari 42,Entiere,8/13/23,
Roltang,Branche Chari 43,Entiere,8/13/23,
Roltang,Branche Chari 44,Entiere,8/23/23,
Roltang,Branche Chari 45,Entiere,8/23/23,
Roltang,Branche Chari 46,Entiere,8/23/23,
Roltang,Branche Chari 47,Entiere,8/23/23,
